any_suggestion,suggest_safe ,suggest_efficient,agree_proposal,discuss_coordinte,discuss_fairness,discuss_efficient,discuss_rules,explanation,discuss_howtoplay,ask_game,receive_report,truthful,falsehood,contradict,neither_report,original_messages
1.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,"yo c3/vale pues hasta la cinco ganamos igual/una cosa/empieza a escoger ahora/tu escoges 4,5,6/y yo 7,8,9/6 y 7 pa ti 8 y 9 pa mi?/a siiii/okey/cual/mejor ahora/venga vale el 4 y 4"
1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1,1,0,0,0,"o 3 y 3?/fila tres columna 3/si mas igualado/perfecto/juego 1/3 y 3?/juego 1/sii/c 1 y 1/columna 2/fila 2/ya queda menosssss/perdooooon/habiamos dicho 2 y 2/por eso eres C/ahi si que me corrompo/jaja/jajajajajajaja/exacto/jajajajajaja/jajjjajjaja/pos si suertee/mas money/3/3 3/3 3?/valeee/que bien estamos de acuerdo siempre jajaja/si tio, y oigo a la gente escribir mucho/c3, f3 ganamos ambos otra vez/ok/hacemos 4 y 4 ?/y la siguiente si se puede tu gasnas mas asi/elige f5 yo c5 y ganas 50 y yo 26/asi ganas tu mas aun/la siguiento yo el que mas/ok/2 y 2 ?/vale si, es la maxima para c/5 y 5 y la proxima al reves para favorecerte a ti/vale va"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,"1, 1/1 y 1/5 y 5/juego 4/1 y 1/no puede ser que te ponga juego 2/jajajaj/por tres monedillas de na/jajaja/decir/pensaba que ya habia terminado"
1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1,1,0,0,0,juego 3/verdad?/aahhhhh/eso no se dice/juego 3/3 y 3?
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0,0,1,"pues 3 y 3/siii/otras vez/y yau/genial/se acaban enseguida/imagino que sera eso si, si quien decide prefiere quedarse todo dandole igual lo que le digan jaja/siempre esta lleno esto/si/claro pero no se quienj sera tan cabron/ya/valee/valeps/1/1/3 3/no?/sii/si/oka/4/4/iguales?/3 3?/y la siguiente tambien y au/vale como querais/a mi me da igual/3.3/ya, yo pensaba que no podia saber el juego/asi no tiene mucho sentido/jajaja/Jajajaja/Me refería antes a que en teoria hay 18 rondas pero se hacen en plan 2 sesiones de 9 y 9/Que será por algo alomejor/ah ni idea, igual ponderan difernte/esta gente se esta contando sus vidas/pero me lo estoy inventando/Porque si es lo mismo porque no las hacen seguidas?/en la segunda ronda la gente se pune chunga/jajaja/Ellos sabran!/pone*/jajajajajaajaj"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,"Nos queda poco ya/3 ronditas/van a decir, esta tia no mira ni la tabla jajaja/Jajajajaja"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,"jajajajajajaj/En general la gente ni la mira/con lo que me den me voy a comprar medio consum/Supongo que la mayoría estarán haciendo lo mismo que nosotros/que hambre/Yo también tengo mucha hambre/seguro que hay un A codicioso por ahi/mi hermana ayer se llevo 16, a ver si hay suerte y se estiran mas/Y se me está haciendo un poco largo/que los tiene en negativoa todos jajaja/Yo la última vez me lleve 23/otra ronda mas y me da un parraque"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0,0,1,"Hoy no creo que tanto/yo 41/Ostras que bien!!/un colega el otro dia 46/sisi, flipe/la 1 no para/tendria que salir la 3/En realidad nos lo estarán leyendo todo/si/No estaría mal la verdad/seguro/Jajajajaj/la gente esta concretada a tope eh/jajaja/Si si/diran estos que hacen que bo hablan del juego jajaj/Se les va la vida ne ello/jajajaja/les puede el dinero/Nos queda unaaa!!!!!/menosmal jajaja/Qué ganas de verdad/no sabemos ni la hora que es/0.51458333333333295/ya es de noche?/jajajaja/ya pa casa o hya mas cosas?/Jjajaja/Esperar a que nos paguen/jajajajaja/que rapido/esto ya es la despedida/jajaja/un placer equipo jajajaj/os habeis portao/A no nos falles en esta eh/jajajaja/jajajaajjajaaja/jajajajajaja/Yo al principio he marcado por marcar/la tabla de abajo es super util eh/Después lo he pillado/jajajajaja/Si/jajaja no la habia ni leido jajaja/ajjajajajajaaj/me tomare algo al salir a vuestra salud/Vamos aquí la gente dandolo todo en la última/y yo!! un placer jajaja/Nerviosos/sisi, no paran/Igualmente!!!/apurandooo/agonizando hasta el final/3,2,1/auuu equipo/que cobreis mucho/Adios!/Eso digo yo/quieres/dime/perfe voy/c4 f4"
1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,y poque no c5f5/ganas mas/juego 4/siii no la vi/esaa/5 5/ok/fila 5/columna 5/fila 1/propongo 3 y 3/si/vale mirar/todos los 3 y 3/de todos los juegos
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,1,0,0,0,dos y dos tmb esta bien eh/pongo siempre 3 y 3?/lo que querais/eh/liada mia/perdonarme/es que al final habia leido el 1 y 1/ahora es el juego 4/y se me habia ido la cabeza
1.0,0.0,1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0,0,0,0,1,"igualmente si te fijas/tampoco es que te lleves mucho mas/a ver no creo k fuera cabrona/la verdad/xk me sabria mal que venga la gente  yo jodiendo/eso espero porque como haya tercera ronda y cambiemos de rol.../jajajajajaja/prefiero ser buena xD/jajaja/no creo que haya ya/congeniamos muy bien jaja/jaja yo igual digo que escribeen.../quiero saber quin soooois/y yoo/jope/igual,no?/muy bien sigaMOS DOS MAS AMIGO@/SII/ok/5 Y 5/c5f5, no/??/siii/igual que antes/perfecto/okais/ahora te tocara a ti/en la siguiente ya/?/columna 1/lo vamos viendo/3 y 3/ahora cual?/dos dos/3 y 3/eliges tu ahora f/pues mi mayor beneficio por la liada del anterior jjajaj/5 y 5/perfecto/4 y 4 no/perdona!/por solo tres monedas yo subo 11/rneta/renta*/ya pero yo acabo de perder 11/en el naterior/asi compoenso/ahora estamos igualados c/voy a ganar pasta por poner todo el rato 3/jajajajajaj/volvemos al c3 f3/ajjaja/jajajjajjjja/si la verdad que asi da gusto/habrá otra ronda más o que?/ya no se/YO HARIA LO QUE ME DIJERAIS JAJAJA/al final de las intrucciones lo pone/pero es que hemos estado poco tiempo/bueno va en esta hemos ganado un poco más/no no hay otra/sii/a las 5 haran los 90 minutos/no?/jou/esta ya es la ultima creo/si/eso pone"
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0,0,0,0,1,viva el c3f3/es que es maximo 90 min/vivaaa/cena gratis/jajajajaja/No se puede decir nada de nada por aqui no?/no/Pos vaya/nope/yaa/eso es dsps lo k diga usted/diga/c1f1/perfe/igual
1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"c1f1/okey/c1f1/1/hagamos una cosa/dime/en esta primera escogemos la que ganemos lo mismo ambos/es decir la c3f3/y en la rondas 2,3,4 y 5 Elijo yo/vale si xk crea desigualdad esto/vale"
1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5,0.0,0,0,0,0,1,"fila 1/columna 1/fila 1/fila 1 coluna 1/bueno como querais/hemos dicho/asi nos llevamos lo mismo/que por tres moneditas es lo mismo/c no seas avaricioso/y en la proxima te lo llevas tu/juego?/4/que elija el f ahora/y en la ultima el c/vale/ahora si/a partir de ahora 2 y 2 o 4 y 4/juego 4/otra vez/buas/elegir/yo pense que iba a venir y que no me iba a enterar de nada/no te rompes mucho la cabeza y a cobrar jaja/yo igual la verdad/este es el mas facil de los que he estado la verdad/me espere fuera mas de media hora/pensaba que esto seria to difivil/tu ya has ido a mas?/yo soy debutante/si esta es la 4 vez que vengo creo/jajajaj/joder te habras sacao ya bastante no?/jaja/jajjajajja bueno un placer xikos/xikas/igualmente/staba mirando a ver si habia alguna que vosotros ganarais más pero no c3 f3 es la más compensada/igualmente/un placer/claro si es la mejor en cualquier juego/tranki si/bueno pues ya me he pagado una buena cena o un festival/jajajaja/encantado/jjajajajja igual/1/3/3 3/4 4/lo mismo,/siii/joder eso/y en la 6,7,8 y 9 eliges tu/que te parece/?/haha  okeey vale tambien/sisi/vale, pues la c3f3 ahora, qye ganamos lo mismo ambos/y luego ya como hemos dicho/entonces, ahora y hasta la 5 inclusive elijo yo/y luego tu/c1f1/ei tambien podriamosescoger segum el juego el que suma 80 xk me parece ke habra la misma probabilidad piensalo sino seguimos con lo dicho"
1.0,1.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,osea 12 te benefician si cogemos 80 y 4 y5  a mi/1 y 1?/sisi/me parece bien/te toca elegir tu beneficio mayor/pues 5 y 5/perfecto/okey/que bueno eres A/yo siempre!!/que peloteo tu/2 y 2/ponemos 3 y 3?/3 y 3/vale pero a la proxima me toca a mi/no/si/o sea
0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,vale/asi seguimos igualados/exactamente/y la ultima f/entiendes?/jajjajajja genial y las otras/que va...
1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,1,1,0,0,0,"veces que cobraste?/eso cuanto te sacaste?/depende en unos sobre 20 otros sobre 10/cuando mas 27/c3 f3/bueno poco a poco/no esta mal/sisi c3 f3/el juego es el 3/sii/que fila y columna vas a escoger/f4 c4 os parece?/c5 f5?/sii/esa no/bueno si jaja/f3 c3/esa es equitativa para f y c/oki/vale esa la veo bien/el juego 4/ahora es el 4/me lio con la filas/jajaja/jajajajaja que cacau de nomeros/Ahora si que se acabo/pues si, yo no me he calculado anda/es como digo yo ganamos mas/el de 3 es x igual/c1f1/vale pues si mejhor simple sigamos asi!/f1c1/yes/sip/dos rondas mas confio en tiii haha/la cooperacion sumaaa/dos despues de esta/c1f1/siii/esta es la ultima que elijo yo/perfecto/juego 4/juego?/3/ccccc te toca elegir/fila 2/bueno vale/vale!!!!/juego 3"
1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"oki/si c3 f3 es la clave/jajajaja/jajajajjajaja/si gano lo suficiente me tatuo f3 c3/otra mas de 9 plis/vale/c2f2?/el equitativo para f y c es c3 f3 en todos los juegos, no?/siii/pero sales siemore ganando A/ya, pero no puedo hacer nada/c3 f3 prefiero yo/vale c3f3/a ver, si no podemos ir alternando que uno gane mas en una ronda y el otro en la otra/lo que prefirais/vale tambien bien/vale a la siguiente lo hacemos asi/esta c3f3/vale/perfe/nada/No ni yo/yo si"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,en la mano/;)/vaya tela../okiii/en la siguiente ya empiezas a elegir tu/c1f1/perfectoo/cual quieres?/42495/ok
1.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.0,1,1,0,0,0,"igual, no?/no en esta de regalo/escoge el 4/42464/ok/gracias/nada hombre es que estoy descubriendo ahora cosas/vale/como antes?/fila 5/juego 2/c 5/3 y 3/columna 2/ah vale wsi/perdona/perfecto/c/yo veo un 3 y 3/3 Y 3/pero que idga c/3 y 3?/Y la proxima tmb iguales y se acabó/jajajajajajaja/xD/las instrucciones dan a entender que son 2 veces y ya no?/lo que pasa que no entiendo muy bien la finalidad del experimento de hoy/c3 f3/ni yo/la finalidad es tauarnos los 3 c3f3/ver si repartiriamos lo más equilibrado posible o a sacar pasta y que les jodan a los tros supongo/juego 1/el 1/ni idea/que hacemos?/coge la c2f2/si/valee/y a la proxima en la que yo gano más y arreglado/valee/2 2/sii/4/4/ostia jajaja/jajaja/pero ya esta hahah sigamos asi/hombre o mujer disculpa hahah/42464/ok/tell me/x 12 centimos me da ihual/dale 3-3"
1.0,0.0,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1,0,0,1,0,ok/thanks/haha solidaridad es lo ke hace falta sigamos asiii/:)/knos vamos a gastar yaa!/perfecto igual compa/okis thanks/42432/seloecciona la columna 3 yo pondre la 3 tbn/asi ganamos ambos/okay/no no/2 o 4?/es el 2/a mi me pone eso/ah val vale/es que el juego es el que nos dicen ellos/a mi me pone que es el 4/a mi el dos/que quereis?/fila 1 columna 1 mismo/nooo/te he hecho un favor f/graciassss/podria haber dicho 1 y 1/el c es generoso!/todos aqui somos generosos
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,siiiiiiii/perfecto/3 y 3 esta/contar un chiste o algo/sii/va/sois chicos/ambos/jajaja/k no os enterais/otros*
1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,1,1,0,0,0,"jajajajajajajaja/jajjaajajajja/exacto xd/lo malo es que las plazas/4 4/sii/valee/geniaaal/4/4/pueees o iguales y hacemos 3 3, o 2 2 y gana c más/lo que prefirais/pues 2 2 y a la siguiente gana mas f/valee/valee/5/5/4 4?/perfe/si/porque el resto se difernecian demasiado/exacto/en la próxima hacemos que los dos ganemos lo mismo/con el boli de firmar el consentimiento/xd/te aburres mucho/pos si/hola/si quirees cojo yo la fila 3 y tu la columna 3/ganoyo ahora 54/vale?/vale asi lo hacemos/ok/4 y 4 en la combinacion q mas suma/como tu has recibido 2 de 54 esta hacemos la 1,1 yo tengo 42 y la siguente ultima ronda lo maixmo para ti/tu tienes dos de 54 ya y yo uno solo/que opinas/perdemos mas ahi/sumja menos/4 y 4 mejor/y la proxima se cpmpeda/conmpensa/suma menos para ti pero ya ienes dos 54/1,1/podemos ir a la par ahora/es la ultima/40,40 para cada uno ya esta/vale bien/okay/juego 2/que es positivo para todos/en los dos juegos/si me lo pone/era el 4/ahora?/y yo/seguis siendo los mismos?/creo que ponia que si/empezamos con un 3 y 3?/digo con el rol igual/yo sigo siendo c/sisi/soy a/madre mia/por finnnn jajajaj/esto habrá acabado ya?/jajjaajaj/encantadooooooooo/o habrá otra ronda?/encantadaaaaaaaaa/ya ha acabado/encantada!!!"
1.0,0.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,"encantado iguamente/ah vale!/va un chiste che+/el que me aconsejo venir un dia cobro 90 pavos/joderrr/asi sin mas/vale si/o que gane más uno ahora y en la otra el otro/vale uno mas ahora/la 4 4 ?/va benne/y luego gana más c?/genial/pues 4 4 adjudicado/3/3/tiene qew ganar mas c?/sii/si/2 2/valee/por mi bien/vale pues/ha sido un placer, personas desconocidas"
0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0,0,0,0,1,jajajajajja/lo mismo digoo/jajaja lo mismo digo/entonces ahora en las otras rondas cambian grupos?/3/que son 40 para cada uno/vale perfecto
1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"vamos hacerlo de forma que vayamos ganando lo maximo posible/exacto/vale, pues yo c3 y tu f3 en esta/Como lo ves en este?/si quieres en este c4 f4/vale/y en el siguiente que tu ganes mas yo me los bajo/no hay problema/vlae, eso te iba a decir ajjaj/perfecto/te parece c2 f2/este como es el juego 3 podemos ir a la par/3  y 3 es lo mejor/si/en los otros ejerciicos vemos cual e sla maxima cuota y para que color y nos compensamosç/a la larga es mejor/si vamos viendo eso/4 y 4 suma mas/5,5 por q en la 3,3 la diferencia para mi no es tanta y tu ganas bastante mas/80 suma/lo he dicho/juego 2ahora/pero no me haciais caso/f 5/c5/a mi me ponia eso/valeep/a mi me pone juego 2/perfecto/y yo sigo siendo F/3 y 3/si/perfecto/juego 4/3 y 3?/elige tu ahora/va di tu/acqabo/acabó esto!/va un caracol y derrapa/te ha hecho gracia?/shhhhh/3 y 3/????/pues a la vieja que atropello tampoco/cual crreis que es el mas rentable?/Si coges f1 y c1 ganamos los 3/ok/eso  iba a decir yo jjajajaj/f3 c3?/Como lo veis?/oki/dios mio/yo un amigo que gano 58/pero 90.../La 3 3?"
1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,1,1,0,0,0,"sii/lo que digaaais/3 3/pues coge esa/vale/oye, no somos los mismos no? esq yo antes era a tambien/jajajajaja esto me raya/siempre eres A/yo tambiern era el F/y yo siempre C/decidme/4/4/si quieres ahora c2 f2, y hacemos como antes/si si/si vale guay/si quieres seguimos el mismo metodo. Ahora f4 c4 que ganas tu mas y luego al reves/vale perfecto/5 y 5 suma menos fijate/vale/sii/4,4/ok/como hacemos ahora ?/hacemos 4 y 4 y queda pemdiente q t compense 2 rondas/vale/pues 4,4/1 y 1/si cogemos la 1,1 aun llevarias 10 por arriba de mi/1,1 va/no no/me pone juego 4/perdon/f 5/y luego c/como quedan 7 rondas y esta"
1.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,elijo yo?/vale/3 cada uno/pues 4 y4/okeis/escojo esa no?
1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,0,0,0,0,1,"vale/por mi si jaja creo que es la mas igualada/si si/c3 f3?/esa bien?/es la que mejor parece no?/si yo creo que si/igual?/de nuevo la misma no?/si no?/si por mi si/por mi tambien/y como se hace eso jaja/no se/58 ya es una exageracion/3 3?/o quereis alternar?/lo hacemos siempre equitativo?/lo que querais/a mi me da igual/a mi me da un poco lo mismo/a mi tambien me da igual/podemos hacer que uno gane mas en una que en la otra/ahora mas f y luego mas c/Si y luego que gane mas el otro/va pues si quereis ahora hacemos 4 4, y luego que gane mas c/en este es que si yo gano mas, tu pierdes mucho/esta vez si quieres c3 f3/si quierers cgemos el de enmedio/perfe/Como lo ves?/nos ha tocado el peor de los cinco/ya/si quieres ganamos igual/vale es o c3 f3/o si quieres c4 f4/ahora si quieres f2 c2/vale perfecto/antes no me ha dado tiempo a contestarte/ya digo como la cambie sin querer la liamos +/jaja/ajaja yo he pensado lo mismo/habriamos obtenido mucho menos/jajaj/y ganarias 28 mas q yo/en las otras he ganado 14/en cada una quedariamos igual/vale/hacemos 2 y 2 q la suma es la mayor 80/mejor si 2,2/4,4/suma 80/si esa perfecta/y de momento estariamos ganando lo mismo/y c 5/okeis/pon el 1 y 1/el 1 y 1 y el 5 y 5/siempre son positivos/5 y 5/para los 3/grande f¡¡¡¡¡/cccc/te toca !!!/juego 4/otra vez?/si/madremia les mola el juego 4 jajaj/pero nos llevaremos super poco dinero, no?/pues elije c/por?/elige c/voy/1 punto es 0.02 €"
1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0,0,0,0,1,eso es muy poco/2 y 2/bueno A se lleva el doble jajaja/vale/c3 f3?/decid/si no? siempre será esa jajajaja/eso parece jaja/es que es la más compensada/dios me estoy poniendo nervios\q/jajajaja/es la 1a vez sorry/c3 f3 jaja/jajajajaja/jolin cada vez gano menos x<d/no se que hago/tu y yo ganamos lo mismo siempre/si eso si/c3 f3 es que parece lo mas compensado para los 3/si/ya ya si 58 es un puñao/aunque a ver con cuanto sale A hoy de aqui jaja/Vale/valee/valeps/somos los mismos de antes?/yo tambien lo pienso/JAJAJAJAJJAA/4
1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0,0,0,"4/2 2?/perfee/siiii/no puedo vivir con la duda de si somos los de antes/en serio/Yo creo que si/te has despedido antes?/asi aclaramoos jajaja/sii/personas desconocidas/vale somos los mimso/ahora f4 c4?/vale bien/yo creo que siendo la ultima ronda, vale la pena c3 f3/que son 40/si si yo lo veo igual/gracias/si/4 y 4 y t debere 14/es la combinacion q mas puntos da/si mejor por que en esta para qu yo gane algo mas tienes que dejar tu de ganar bastante mas/4,4/intenetemos buscar siempre puntos 80 entre los dos/3 y 3 y la ultima si o si t tengo q compensar/vale/1,1/si hombre/ya/valee/jijiji/se va  a llevar el doble A/jajjajaja/ha sido el azahar/juego 2/f llego tu beneficio/elije!/este no me gusta/pues 5 y 5/vaaleep/yo me llevo 14.../si/valep/vosotros ganais bastante pero igual/y yo pues el doble suele ser/si/jajajjajaja k morrooo/jajjajajajja/ha sido aleatorio lo siento jajaja/al menos nos reimos/por mi hubiera sido todos igual eh/mejor llevarnos todos lo maximo posibe jaja/claro/hace falta preguntar?/jjajajajajjajaj/yo creo que no jaja/ojala yo sabes/c3f3/pues entonces siii/jajajajaja/siiii/alguno de los dos ha preguntado algo que no ha dado tiempo a contestarle no?/cuando?/por aqui?/si, no?/vale si yo antes/cierto/2/2/ahora mas f?/mismo"
1.0,0.0,1.0,0.5,0.5,1.0,1.0,0.0,0.5,0.0,0.0,0,0,0,0,1,"sii n/luego al reves/pues como no querais 5 5/sale mas rentable hacer igual el 3 3/como veais/4 4 mejor no?/o la 4 4/hotia no lo habia visto/jaajajaj sisi/a ti jajaja/si quieres f3 c3, que ganamos ambos 40/si si jajja/si quieres f4 c4/si quieres f4 c4, y en la siguiente gano yo mas y ya esta jajaj/si si/vale jajaj/yo haria f3 c3, que si no esta muy desigualado/es en la que mas puntuo/llevas bastante mas que yo/con esta se compensa algo/t debo  14/mejor 2 y 2/28/quedamos igual asi/no son 14 lo q t debo/2 y 2/2,2 dejo de ganar 3 y tu no tanto/siempre os llevais mas vosotros/la 5 y 5/jajajajaajajaja/peor yo ahira/tambien es positivo para todos/a mi este tampoco"
1.0,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0,0,1,"te llevas poquisimo en casi todos/luego eliges tú c/coge 4 y 4/vale/asi no me llevo tan poco/4 y 4/pues a por la c3 f3 de nuevo jajaja/ya se podria multiplicar la ronda final todo jaja/pues si/great/porque en verdad 2centimos el punto tampoco es tanto.../jajajaja/nos llevaremos 8 euros imagino o asi/eso de los puntos/finales no?/si/y tu 16/más los 5/ojala mas jaja/y alla vamos a la última/otrs vez c3 y f3 no?/c3 f3 jaja/si si/ya veremos/dineroooooooo/jjajajajjaj/45 minimo/lo uqe no entiendo es porque no se cambia de rol/bueno si cuando me lo den a mi/lo multiplico por 2 y lo sabré jaja/ese mejor/4 4/4 4/Sii/2/mas c?/3 3?/SI/si, 2 2?/mierda no eso/queria decir 2 2 jaja/si, 22/jajajja/jajaja vale/pues 2 2/siempre que toque el juego 3, podriamos coger el que es para los dos igual/vale bien/ahora si f2 c2, no?/si por supuesto/como lo ves? f3 c3?/si quieres ahora c3 f3/vale jaja/f4 c4?/c4 f4 ?/vale"
1.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1,1,0,0,0,perfe jajaja/ya me hubiera gustado ser el A con nosotros jaja/jajajaja ya ves/f3 c3?/vale si/f3 c3?/f3 c3 ?/vale/jugador A que filas y columnas vas a escoger?/la fila 4 y columnha 4/ahora caul?/cual?*/juego 5/fila 5/columna 5/?/si/vale 5 y 5/el 1 y 1 por fa/ahora beneficio para el C/juego 1/es el juego 5/bien/me dijisteis 4 y 4 no?/puso 4 y 4/sisi/okey/en esta nos llevamos un poco mas todos/bien bien/ya imagino cual habra salido entonces
1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0,0,0,"y ahora que? ya se acabo?/ni idea/eso iba a preguntar yo/ojala otras 9/xD/sii/dinerooooooo/porque en teoria son 1:30h/siii/claro/eso si que rentaria/jajjajajajjaja/entonces si sale rentable la tarde si.../ojala 9 mas/exacto jajajaja/para ver si el poder corrompe/por que nos llevamos 40/Pues sii , lo veo bieen/yo soy una mandá/jajajjaja/Tu te vas a forrar/exacto/vaya chollo/llevo 994 puntos/siempre ganas mas jaja/ostia/madre miaa/4/4/4 4?/Perfe/bieeen/vale/sii/vale/f3 c3/vale si jaja/tenemos el juego 3/elijamos los que más puntos nos de/c3/perfecto/f3/ok??/siu ok/y ahora seguimos todaslas rondas/que fila vas a elegir?/f3 c3 no?/vale/el juego es el 4 eh/vale!/ah vale/pues juego 4/fila 5 columna 5/igualmente/juego?/perdon 5/elige que juego es y cual quieres/perfeccto/ah vale vale perfecto/yo es que no habia visto ese antes, perdona c/ahora es el juego 2/otra vez/ahora c que diga/oootra veez!/2 y 2/valeep/nan/bien bien/jajjajaja/renta la tarde al final renta/c3 f3?/sip/seguimos igual o quereis que cada vez elija uno para llevarse el maximo que pueda pero sin fastidiar al otro/sin que puntue negativo?/no se como quereis?/yo seguiria asi para ganar todos cada vez/pero como veais/a ver asi va bien pero si quereis casmbiar/decidlo ya que se acaba/pues asi entonces jaja/okey/a ver es que lo que tu estas diciendo lo entiendo pero va a sewr dificil cuadrarlo para que al final sea igual/no se si me entiendes jajajaja/por tanto como va lo veo bien/como veias/veais/lo digo porque por ejemplo ahora C se llevaria 3 menos pero yo 11 mas y A 8 mas y a la proxima de otra manera donde gane C, pero igual si es un poco dificil/ya por eso lo decia/jaja"
1.0,0.0,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"jajajajajajajaja/yo no me corrompo/lo que digais lo hago/te sumas los puntos? jajaja/si tio/esq me aburro/jajajajajajaja/mare jajaj/pues si sabes que vas a ganar mas/te llevas la suma de los dos/jajaja/oye, tened en cuenta que las rondas son impares, para que no acabemos con alguno de los dos con una ronda ganando de mas/gana en la siguiente mas c/y ya iguales?/si y las demas iguales/creo qe si, luego cunado salg a el panel lo miramos/Valee/4/4/ahora yo mas y luego ya iguales/2 2?"
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,1,1,0,0,0,"2 2?/siii/sip/perfecto/c3f3?/es el que ganamos lo mismo ambos/vale hacemos una cosa? cogemos las equitativas hasta la ronda 5 y las 4 ultimas escoges dos para ti y yo dos pero sin que nos resten?/ahora pongo f3/ok/juego 1/es el juego 1/columna 1/f 5 y c 5/1 y 1/columna 1 y fila 1/en serio?/5 y 5/y si cogemos/el 4 y 4/compensacion para todos?/vale va/el 3 y 3 no?/mirarlo/que el a siempre es el mas afortunado jjajaj que suerte/nan/nan/nan/nan/nan/nan/que decis/jajajja/ah que si le das se envia nada/nada/que yo le habia dado sin querer/es jueo 2?/si/como veais pero ya ls iguiente/si entiendo que dices/okey/pero es que para eso deberiamos acordarnos o apuntarnos lo que hemos ganado en cada ronda para compensar a otro en la seguiente/lo dejamos c3 f3 en todo entonces/vale/es menos lio y al final se ganará practicamente lo mismo/yo creo k si nos va bien no cambiemos porque nos hacemos un lio/ademas no se si me estoy fijando bien pero hau una equivalencia de que lo que ganan unos por un lado luego lo pierden para que el perjudicado vuelva a ganar/si/c3 f3  4ever jaja/exacto jajajaja/jajjajaj tatuaaje/jajajaja/yo si xD/excepto si palmo 76/valeps/he sufrido por si me equivocaba/he tenido un lapsus de no acordarme/de cual coger??/que va lo has hecho muy bien jaja/me alegro :)/2 2/jajaja si , ahora nmo la cagues en las dos que quedan y arreglado jaja/exaactoo/noooo no la lio/te vas a forrar/ha sido aleatorio../ya ves has tenido suerte/lo se lo se jajaja/suertee"
1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0,0,0,0,1,"yo tengo que ir a estudiar/jajaja/uff../hoy no se come/f2-c2?/ahora c1-f1 que en la ronda 2 escojimos c5-f5/que estaba mirandolo antes/iba a decirte q memoria!/jajaa/vale, c1-f1/c3?f3?/f5?/c5?/no me compensa/si quieres/c2 f2/y la siguiente que me compense a mi/c3 y f3? Empate/si/guay/mismo juego/si/c3f3?/vale/en todos los juegos c3f3 es la que nos compensa por igual/idem/c3f3"
